Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
$	estamos	chambeando	1	1	1.0
estamos	chambeando	normal	1	1	1.0
chambeando	normal	#	1	1	1.0
que	no	hicieron	1	15	0.06666666666666667
no	hicieron	nada	1	1	1.0
hicieron	nada	#	1	1	1.0
no	quiero	humillar	1	2	0.5
quiero	humillar	a	1	1	1.0
humillar	a	nadie	1	1	1.0
a	nadie	we	1	1	1.0
nadie	we	#	1	1	1.0
$	le	atiné	1	4	0.25
le	atiné	#	1	1	1.0
$	kane	y	1	1	1.0
kane	y	sané	1	1	1.0
y	sané	#	1	1	1.0
en	el	Napoli	1	11	0.09090909090909091
el	Napoli	era	1	1	1.0
Napoli	era	bueno	1	1	1.0
era	bueno	#	1	1	1.0
$	acá	ya	1	1	1.0
acá	ya	#	1	1	1.0
si	we	me	1	10	0.1
we	me	cae	1	1	1.0
me	cae	#	1	2	0.5
$	ya	sos	1	41	0.024390243902439025
ya	sos	clientazos	1	1	1.0
sos	clientazos	#	1	1	1.0
$	ojalá	ahora	1	3	0.3333333333333333
ojalá	ahora	gane	1	1	1.0
ahora	gane	el	1	1	1.0
gane	el	tuzo	1	1	1.0
el	tuzo	#	1	1	1.0
$	saludos	a	1	1	1.0
saludos	a	la	1	1	1.0
a	la	banda	1	11	0.09090909090909091
la	banda	de	1	1	1.0
banda	de	fepi	1	1	1.0
de	fepi	#	1	2	0.5
lo	de	siempre	1	10	0.1
de	siempre	we	1	1	1.0
siempre	we	#	1	1	1.0
$	si	cawn	1	35	0.02857142857142857
si	cawn	#	1	1	1.0
$	me	cago	1	10	0.1
me	cago	en	1	1	1.0
cago	en	todo	1	1	1.0
en	todo	#	1	1	1.0
$	espantoso	#	1	1	1.0
$	haaland	yucateco	1	1	1.0
haaland	yucateco	#	1	1	1.0
ese	we	xd	1	6	0.16666666666666666
$	esto	debería	1	2	0.5
esto	debería	ir	1	1	1.0
debería	ir	#	1	1	1.0
$	3-0	#	1	1	1.0
$	penalazo	#	1	1	1.0
$	jajaja	no	1	4	0.25
jajaja	no	mames	1	1	1.0
no	mames	te	1	7	0.14285714285714285
mames	te	los	1	1	1.0
te	los	quedaste	1	2	0.5
los	quedaste	?	1	1	1.0
quedaste	?	#	1	1	1.0
$	motherfucker	#	1	1	1.0
$	si	quieren	1	35	0.02857142857142857
si	quieren	llevense	1	1	1.0
quieren	llevense	el	1	1	1.0
llevense	el	edo	1	1	1.0
el	edo	mex	1	1	1.0
edo	mex	#	1	1	1.0
ya	tienes	novia	1	2	0.5
tienes	novia	?	1	1	1.0
novia	?	#	1	1	1.0
$	este	wey	1	2	0.5
este	wey	jajajaja	1	2	0.5
wey	jajajaja	#	1	1	1.0
$	fuera	lychnovsky	1	1	1.0
fuera	lychnovsky	del	1	1	1.0
lychnovsky	del	america	1	1	1.0
del	america	#	1	1	1.0
$	A	MAMARLAA	1	1	1.0
A	MAMARLAA	#	1	1	1.0
$	cuantos	chances	1	2	0.5
cuantos	chances	te	1	1	1.0
chances	te	dije	1	1	1.0
dije	que	tenías	1	2	0.5
que	tenías	?	1	2	0.5
tenías	?	#	1	1	1.0
$	dije	2	1	1	1.0
dije	2	#	1	1	1.0
$	so	there	1	1	1.0
so	there	#	1	1	1.0
$	u	go	1	1	1.0
u	go	#	1	1	1.0
$	pq	esa	1	13	0.07692307692307693
pq	esa	la	1	1	1.0
esa	la	trae	1	2	0.5
la	trae	su	1	1	1.0
trae	su	novio	1	1	1.0
su	novio	we	1	1	1.0
novio	we	#	1	1	1.0
$	esa	mamada	1	4	0.25
esa	mamada	#	1	1	1.0
te	leo	we	1	2	0.5
leo	we	#	1	1	1.0
$	me	salen	1	10	0.1
me	salen	símbolos	1	2	0.5
salen	símbolos	raros	1	1	1.0
símbolos	raros	#	1	1	1.0
te	leo	#	1	2	0.5
$	jajjajajaja	#	1	1	1.0
$	ahuevo	#	1	1	1.0
$	date	date	1	1	1.0
date	date	#	1	1	1.0
$	cual	es	1	2	0.5
cual	es	tu	1	1	1.0
es	tu	tipo	1	1	1.0
tu	tipo	#	1	1	1.0
$	si	dices	1	35	0.02857142857142857
si	dices	que	1	1	1.0
dices	que	mi	1	1	1.0
que	mi	hermanad	1	1	1.0
mi	hermanad	te	1	1	1.0
hermanad	te	dejo	1	1	1.0
te	dejo	de	1	1	1.0
dejo	de	hablar	1	1	1.0
de	hablar	#	1	1	1.0
$	estoy	crudo	1	4	0.25
estoy	crudo	#	1	1	1.0
es	verdad	we	1	2	0.5
verdad	we	#	1	1	1.0
no	se	de	1	12	0.08333333333333333
se	de	que	1	2	0.5
de	que	quieres	1	9	0.1111111111111111
que	quieres	foto	1	1	1.0
quieres	foto	jajajaj	1	1	1.0
foto	jajajaj	#	1	1	1.0
$	jajajja	no	1	1	1.0
jajajja	no	mamws	1	1	1.0
no	mamws	#	1	1	1.0
$	nuestra	#	1	1	1.0
$	nooooo	#	1	1	1.0
$	cold	#	1	1	1.0
estás	en	fepi	1	3	0.3333333333333333
en	fepi	?	1	1	1.0
$	que	mal	1	32	0.03125
que	mal	que	1	1	1.0
mal	que	en	1	1	1.0
que	en	tu	1	3	0.3333333333333333
en	tu	laptop	1	4	0.25
tu	laptop	no	1	1	1.0
laptop	no	cuenta	1	1	1.0
no	cuenta	#	1	1	1.0
$	por	malo	1	11	0.09090909090909091
por	malo	#	1	1	1.0
$	era	en	1	4	0.25
era	en	mi	1	1	1.0
mi	lap	a	1	2	0.5
lap	a	120	1	1	1.0
a	120	#	1	1	1.0
ya	no	#	1	7	0.14285714285714285
$	valió	verga	1	1	1.0
verga	el	leverkusen	1	2	0.5
el	leverkusen	#	1	1	1.0
$	my	#	1	2	0.5
$	bad	#	1	1	1.0
ya	me	voy	1	6	0.16666666666666666
me	voy	a	1	1	1.0
voy	a	las	1	12	0.08333333333333333
a	las	12	1	8	0.125
las	12	#	1	1	1.0
$	onde	te	1	2	0.5
onde	te	veo	1	1	1.0
te	veo	?	1	1	1.0
veo	?	#	1	1	1.0
$	va	ahorita	1	20	0.05
va	ahorita	voy	1	1	1.0
ahorita	voy	#	1	1	1.0
es	que	Ada	1	16	0.0625
que	Ada	es	1	1	1.0
Ada	es	mi	1	1	1.0
es	mi	real	1	1	1.0
mi	real	#	1	1	1.0
$	mi	verdadero	1	3	0.3333333333333333
mi	verdadero	hermano	1	1	1.0
verdadero	hermano	#	1	1	1.0
$	ola	#	1	1	1.0
$	ion	give	1	1	1.0
ion	give	a	1	1	1.0
give	a	damn	1	1	1.0
a	damn	#	1	1	1.0
y	ya	mojó	1	6	0.16666666666666666
ya	mojó	JAJAJAJAJ	1	1	1.0
mojó	JAJAJAJAJ	#	1	1	1.0
no	quiero	que	1	2	0.5
quiero	que	me	1	1	1.0
que	me	vuelvas	1	6	0.16666666666666666
me	vuelvas	a	1	1	1.0
vuelvas	a	estar	1	1	1.0
a	estar	molestando	1	3	0.3333333333333333
estar	molestando	#	1	1	1.0
$	doblete	de	1	1	1.0
doblete	de	darwizzy	1	1	1.0
de	darwizzy	#	1	1	1.0
$	hat	trick	1	1	1.0
hat	trick	!	1	1	1.0
trick	!	!	1	1	1.0
$	oh	Darwin	1	1	1.0
oh	Darwin	nuñez	1	1	1.0
Darwin	nuñez	#	1	1	1.0
$	where	have	1	1	1.0
where	have	you	1	1	1.0
have	you	gone	1	1	1.0
you	gone	?	1	1	1.0
gone	?	#	1	1	1.0
$	Liverpool's	winnig	1	1	1.0
Liverpool's	winnig	and	1	1	1.0
winnig	and	I	1	1	1.0
and	I	need	1	1	1.0
I	need	my	1	1	1.0
need	my	cody	1	1	1.0
my	cody	gakpo	1	1	1.0
cody	gakpo	#	1	1	1.0
$	papu	no	1	1	1.0
papu	no	…	1	1	1.0
no	…	#	1	1	1.0
$	que	voy	1	32	0.03125
que	voy	a	1	1	1.0
voy	a	hacer	1	12	0.08333333333333333
a	hacer	sin	1	3	0.3333333333333333
hacer	sin	mi	1	1	1.0
sin	mi	hermane	1	2	0.5
mi	hermane	#	1	1	1.0
$	angular	entonces	1	1	1.0
angular	entonces	?	1	1	1.0
entonces	?	#	1	1	1.0
$	o	react	1	12	0.08333333333333333
o	react	?	1	1	1.0
react	?	#	1	1	1.0
ya	no	me	1	7	0.14285714285714285
me	acuerdo	por	1	2	0.5
acuerdo	por	eso	1	1	1.0
por	eso	pregunto	1	5	0.2
eso	pregunto	#	1	1	1.0
$	react	entonces	1	1	1.0
react	entonces	#	1	1	1.0
$	ya	alv	1	41	0.024390243902439025
ya	alv	#	1	1	1.0
$	pssi	#	1	1	1.0
$	evidentemente	#	1	1	1.0
$	que	pasó	1	32	0.03125
que	pasó	?	1	1	1.0
pasó	?	#	1	1	1.0
$	la	primera	1	9	0.1111111111111111
la	primera	es	1	2	0.5
primera	es	#	1	1	1.0
$	la	mejor	1	9	0.1111111111111111
la	mejor	#	1	1	1.0
$	solo	que	1	8	0.125
solo	que	el	1	1	1.0
que	el	texto	1	4	0.25
el	texto	del	1	1	1.0
texto	del	nav	1	1	1.0
del	nav	no	1	1	1.0
nav	no	está	1	1	1.0
no	está	en	1	2	0.5
está	en	la	1	2	0.5
en	la	misma	1	14	0.07142857142857142
la	misma	fuente	1	2	0.5
misma	fuente	o	1	1	1.0
fuente	o	si	1	1	1.0
o	si	?	1	1	1.0
si	?	#	1	1	1.0
igual	y	que	1	3	0.3333333333333333
y	que	el	1	2	0.5
que	el	nav	1	4	0.25
el	nav	ocupe	1	2	0.5
nav	ocupe	más	1	1	1.0
ocupe	más	espacio	1	1	1.0
más	espacio	#	1	1	1.0
$	maybe	tantito	1	1	1.0
maybe	tantito	padding	1	1	1.0
tantito	padding	a	1	1	1.0
padding	a	la	1	1	1.0
a	la	izquierda	1	11	0.09090909090909091
la	izquierda	para	1	1	1.0
izquierda	para	que	1	1	1.0
para	que	no	1	8	0.125
que	no	quede	1	15	0.06666666666666667
no	quede	cargada	1	1	1.0
quede	cargada	la	1	1	1.0
cargada	la	parte	1	1	1.0
la	parte	derecha	1	2	0.5
parte	derecha	#	1	1	1.0
$	si	nos	1	35	0.02857142857142857
si	nos	vas	1	1	1.0
nos	vas	a	1	1	1.0
vas	a	pasar	1	5	0.2
a	pasar	el	1	5	0.2
pasar	el	repo	1	1	1.0
el	repo	we	1	1	1.0
repo	we	?	1	1	1.0
$	hiciste	el	1	3	0.3333333333333333
hiciste	el	proyecto	1	2	0.5
el	proyecto	con	1	3	0.3333333333333333
proyecto	con	c-r-a	1	1	1.0
con	c-r-a	o	1	1	1.0
c-r-a	o	con	1	1	1.0
o	con	vipe	1	1	1.0
con	vipe	?	1	1	1.0
vipe	?	#	1	1	1.0
$	nite	#	1	1	1.0
$	cno	q	1	1	1.0
cno	q	comando	1	1	1.0
q	comando	inicias	1	1	1.0
comando	inicias	#	1	1	1.0
$	el	servidor	1	13	0.07692307692307693
el	servidor	de	1	1	1.0
servidor	de	desarrollo	1	1	1.0
de	desarrollo	?	1	1	1.0
desarrollo	?	#	1	1	1.0
no	me	jala	1	9	0.1111111111111111
me	jala	el	1	1	1.0
jala	el	npm	1	1	1.0
el	npm	start	1	1	1.0
npm	start	#	1	1	1.0
$	ya	estoy	1	41	0.024390243902439025
ya	estoy	viendo	1	1	1.0
parece	que	lo	1	3	0.3333333333333333
que	lo	hiciste	1	5	0.2
lo	hiciste	con	1	1	1.0
hiciste	con	una	1	1	1.0
con	una	version	1	3	0.3333333333333333
una	version	viejita	1	1	1.0
version	viejita	de	1	1	1.0
viejita	de	node	1	1	1.0
de	node	#	1	1	1.0
ya	quedó	#	1	3	0.3333333333333333
$	quedaron	algo	1	1	1.0
quedaron	algo	bien	1	1	1.0
$	solo	duda	1	8	0.125
solo	duda	#	1	1	1.0
$	no	hiciste	1	72	0.013888888888888888
no	hiciste	esqueleto	1	1	1.0
hiciste	esqueleto	de	1	1	1.0
esqueleto	de	la	1	1	1.0
de	la	de	1	11	0.09090909090909091
la	de	historial	1	3	0.3333333333333333
de	historial	de	1	1	1.0
historial	de	predicciones	1	1	1.0
de	predicciones	verdad	1	1	1.0
predicciones	verdad	?	1	1	1.0
$	solo	me	1	8	0.125
solo	me	estoy	1	1	1.0
me	estoy	asegurando	1	1	1.0
estoy	asegurando	de	1	1	1.0
asegurando	de	que	1	1	1.0
de	que	todo	1	9	0.1111111111111111
que	todo	jale	1	1	1.0
todo	jale	en	1	1	1.0
jale	en	mi	1	1	1.0
mi	lap	como	1	2	0.5
lap	como	lo	1	1	1.0
como	lo	dejaste	1	1	1.0
lo	dejaste	#	1	2	0.5
si	lo	vi	1	4	0.25
lo	vi	we	1	2	0.5
vi	we	#	1	2	0.5
eres	un	comediante	1	5	0.2
un	comediante	#	1	1	1.0
no	lo	voy	1	4	0.25
lo	voy	a	1	1	1.0
voy	a	cambiar	1	12	0.08333333333333333
a	cambiar	ahorita	1	2	0.5
cambiar	ahorita	por	1	1	1.0
ahorita	por	respeto	1	1	1.0
por	respeto	a	1	1	1.0
respeto	a	que	1	1	1.0
a	que	empezaste	1	3	0.3333333333333333
que	empezaste	el	1	1	1.0
empezaste	el	proyecto	1	1	1.0
el	proyecto	#	1	3	0.3333333333333333
$	ahh	,	1	3	0.3333333333333333
ahh	,	y	1	1	1.0
,	y	sabes	1	2	0.5
y	sabes	que	1	1	1.0
sabes	que	faltó	1	1	1.0
que	faltó	incluso	1	1	1.0
faltó	incluso	en	1	1	1.0
incluso	en	los	1	1	1.0
en	los	prototipos	1	1	1.0
los	prototipos	de	1	1	1.0
prototipos	de	pantallas	1	1	1.0
de	pantallas	?	1	1	1.0
pantallas	?	#	1	1	1.0
$	el	botón	1	13	0.07692307692307693
el	botón	de	1	1	1.0
botón	de	cerrar	1	1	1.0
de	cerrar	sesión	1	1	1.0
cerrar	sesión	#	1	1	1.0
$	nos	mamamos	1	5	0.2
nos	mamamos	#	1	1	1.0
$	de	ahuevo	1	8	0.125
$	que	te	1	32	0.03125
que	te	diste	1	9	0.1111111111111111
te	diste	cuenta	1	1	1.0
diste	cuenta	pero	1	1	1.0
cuenta	pero	te	1	1	1.0
pero	te	valió	1	1	1.0
te	valió	verga	1	1	1.0
valió	verga	jajaj	1	3	0.3333333333333333
verga	jajaj	#	1	1	1.0
$	jajaj	si	1	1	1.0
jajaj	si	we	1	1	1.0
$	voy	para	1	4	0.25
voy	para	allá	1	1	1.0
para	allá	#	1	1	1.0
$	verga	no	1	2	0.5
verga	no	me	1	1	1.0
me	acuerdo	we	1	2	0.5
acuerdo	we	#	1	1	1.0
$	del	google	1	3	0.3333333333333333
del	google	imagenes	1	1	1.0
google	imagenes	#	1	1	1.0
$	se	ve	1	10	0.1
se	ve	algo	1	1	1.0
ve	algo	bien	1	1	1.0
si	lo	dejaste	1	4	0.25
lo	dejaste	estático	1	2	0.5
dejaste	estático	verdad	1	1	1.0
estático	verdad	?	1	1	1.0
$	ya	hiciste	1	41	0.024390243902439025
ya	hiciste	el	1	1	1.0
hiciste	el	push	1	2	0.5
$	lo	tienes	1	9	0.1111111111111111
lo	tienes	abierto	1	2	0.5
tienes	abierto	?	1	1	1.0
abierto	?	#	1	1	1.0
$	cambiale	el	1	1	1.0
cambiale	el	""""	1	1	1.0
el	""""	destacado	1	1	1.0
destacado	de	esta	1	2	0.5
de	esta	semana	1	1	1.0
esta	semana	""""	1	2	0.5
semana	""""	#	1	1	1.0
$	a	""""	1	27	0.037037037037037035
a	""""	destacado	1	1	1.0
destacado	de	la	1	2	0.5
de	la	semana	1	11	0.09090909090909091
la	semana	1	1	1	1.0
semana	1	#	1	1	1.0
$	pq	ps	1	13	0.07692307692307693
pq	ps	esta	1	1	1.0
ps	esta	semana	1	1	1.0
esta	semana	no	1	2	0.5
semana	no	hay	1	1	1.0
no	hay	partidos	1	9	0.1111111111111111
hay	partidos	we	1	1	1.0
partidos	we	xd	1	1	1.0
$	jajjaa	#	1	1	1.0
$	now	what	1	1	1.0
now	what	?	1	1	1.0
what	?	#	1	1	1.0
$	crimen	de	1	1	1.0
crimen	de	odio	1	1	1.0
de	odio	#	1	1	1.0
$	ese	está	1	9	0.1111111111111111
ese	está	verguita	1	1	1.0
está	verguita	#	1	1	1.0
$	estudia	métodos	1	1	1.0
estudia	métodos	we	1	1	1.0
métodos	we	#	1	1	1.0
$	que	ocurre	1	32	0.03125
que	ocurre	?	1	1	1.0
ocurre	?	#	1	1	1.0
$	justo	acabo	1	1	1.0
justo	acabo	de	1	1	1.0
acabo	de	hacer	1	4	0.25
de	hacer	el	1	1	1.0
hacer	el	pull	1	2	0.5
el	pull	y	1	1	1.0
pull	y	sí	1	1	1.0
y	sí	me	1	1	1.0
sí	me	di	1	3	0.3333333333333333
me	di	cuenta	1	1	1.0
di	cuenta	de	1	1	1.0
cuenta	de	que	1	1	1.0
de	que	eso	1	9	0.1111111111111111
que	eso	iba	1	1	1.0
eso	iba	a	1	1	1.0
iba	a	ser	1	6	0.16666666666666666
a	ser	un	1	3	0.3333333333333333
ser	un	pedo	1	1	1.0
un	pedo	#	1	1	1.0
por	la	fecha	1	3	0.3333333333333333
la	fecha	?	1	1	1.0
fecha	?	#	1	1	1.0
$	ah	no	1	7	0.14285714285714285
ah	no	?	1	1	1.0
$	pues	pon	1	20	0.05
pues	pon	los	1	1	1.0
pon	los	finished	1	1	1.0
los	finished	we	1	1	1.0
finished	we	#	1	1	1.0
eso	es	para	1	2	0.5
es	para	hacer	1	3	0.3333333333333333
para	hacer	dinámica	1	1	1.0
hacer	dinámica	la	1	1	1.0
dinámica	la	parte	1	1	1.0
la	parte	de	1	2	0.5
parte	de	inicio	1	1	1.0
de	inicio	,	1	1	1.0
inicio	,	no	1	1	1.0
$	pq	te	1	13	0.07692307692307693
pq	te	digo	1	1	1.0
te	digo	,	1	3	0.3333333333333333
digo	,	#	1	1	1.0
$	ya	después	1	41	0.024390243902439025
ya	después	es	1	1	1.0
después	es	otro	1	1	1.0
otro	pedo	que	1	2	0.5
pedo	que	cada	1	1	1.0
que	cada	tarjeta	1	1	1.0
cada	tarjeta	mande	1	1	1.0
tarjeta	mande	a	1	1	1.0
mande	a	la	1	1	1.0
a	la	pantalla	1	11	0.09090909090909091
pantalla	de	la	1	2	0.5
de	la	predicción	1	11	0.09090909090909091
la	predicción	específica	1	2	0.5
predicción	específica	#	1	1	1.0
$	unos	4	1	1	1.0
unos	4	?	1	1	1.0
4	?	#	1	1	1.0
ey	,	va	1	2	0.5
,	va	a	1	1	1.0
va	a	tocar	1	9	0.1111111111111111
a	tocar	#	1	1	1.0
$	nmms	el	1	5	0.2
nmms	el	Ledesma	1	1	1.0
el	Ledesma	anda	1	1	1.0
Ledesma	anda	en	1	1	1.0
anda	en	llamada	1	1	1.0
en	llamada	con	1	1	1.0
llamada	con	el	1	1	1.0
el	gus	bruh	1	2	0.5
gus	bruh	#	1	1	1.0
$	prueba	6	1	1	1.0
prueba	6	#	1	1	1.0
$	4	#	1	1	1.0
eres	un	stalker	1	5	0.2
un	stalker	#	1	1	1.0
$	casi	#	1	1	1.0
$	decepciné	#	1	1	1.0
$	una	vez	1	3	0.3333333333333333
una	vez	más	1	1	1.0
vez	más	#	1	1	1.0
$	ewe	puedes	1	9	0.1111111111111111
ewe	puedes	hacer	1	1	1.0
puedes	hacer	el	1	1	1.0
hacer	el	push	1	2	0.5
ya	no	xd	1	7	0.14285714285714285
no	xd	#	1	1	1.0
$	el	paco	1	13	0.07692307692307693
el	paco	no	1	5	0.2
paco	no	me	1	1	1.0
no	me	contesta	1	9	0.1111111111111111
me	contesta	#	1	1	1.0
que	mañana	le	1	2	0.5
mañana	le	enseñamos	1	1	1.0
le	enseñamos	el	1	1	1.0
enseñamos	el	avance	1	1	1.0
el	avance	separado	1	2	0.5
avance	separado	#	1	1	1.0
dijo	que	para	1	7	0.14285714285714285
que	para	la	1	1	1.0
para	la	siguiente	1	2	0.5
la	siguiente	semana	1	1	1.0
siguiente	semana	el	1	1	1.0
semana	el	back	1	1	1.0
el	back	conectado	1	2	0.5
back	conectado	no	1	1	1.0
conectado	no	?	1	1	1.0
no	contesta	we	1	3	0.3333333333333333
contesta	we	#	1	1	1.0
$	creo	q	1	3	0.3333333333333333
creo	q	#	1	1	1.0
we	,	not	1	3	0.3333333333333333
,	not	yet	1	1	1.0
not	yet	#	1	1	1.0
$	ando	investigando	1	5	0.2
ando	investigando	de	1	1	1.0
investigando	de	MERN	1	1	1.0
de	MERN	para	1	1	1.0
MERN	para	que	1	1	1.0
para	que	quede	1	8	0.125
que	quede	fino	1	2	0.5
quede	fino	#	1	1	1.0
$	presentamos	mañana	1	1	1.0
presentamos	mañana	#	1	1	1.0
$	a	menos	1	27	0.037037037037037035
a	menos	que	1	1	1.0
menos	que	salga	1	1	1.0
que	salga	con	1	1	1.0
salga	con	tt	1	1	1.0
con	tt	o	1	1	1.0
tt	o	una	1	1	1.0
o	una	chingadera	1	1	1.0
una	chingadera	así	1	1	1.0
chingadera	así	#	1	1	1.0
acabo	de	despertarme	1	4	0.25
de	despertarme	#	1	1	1.0
si	we	chinga	1	10	0.1
we	chinga	a	1	1	1.0
chinga	a	tú	1	1	1.0
a	tú	madre	1	1	1.0
tú	madre	#	1	1	1.0
no	se	ni	1	12	0.08333333333333333
se	ni	cómo	1	1	1.0
ni	cómo	me	1	1	1.0
cómo	me	regresé	1	1	1.0
me	regresé	en	1	1	1.0
regresé	en	la	1	1	1.0
en	la	bicla	1	14	0.07142857142857142
la	bicla	#	1	1	1.0
$	andaba	en	1	2	0.5
andaba	en	piloto	1	1	1.0
en	piloto	automático	1	1	1.0
piloto	automático	#	1	1	1.0
$	seguía	métodos	1	1	1.0
seguía	métodos	#	1	1	1.0
$	pero	nos	1	31	0.03225806451612903
pero	nos	mandaron	1	1	1.0
nos	mandaron	al	1	1	1.0
mandaron	al	auditorio	1	1	1.0
al	auditorio	#	1	1	1.0
$	y	tomé	1	20	0.05
y	tomé	la	1	1	1.0
tomé	la	decisión	1	1	1.0
la	decisión	de	1	1	1.0
decisión	de	largarme	1	1	1.0
de	largarme	alv	1	1	1.0
largarme	alv	#	1	1	1.0
$	arquitectura	no	1	1	1.0
arquitectura	no	hay	1	1	1.0
tanto	pedo	de	1	2	0.5
de	que	falte	1	9	0.1111111111111111
que	falte	#	1	1	1.0
$	y	parece	1	20	0.05
y	parece	que	1	1	1.0
parece	que	redes	1	3	0.3333333333333333
que	redes	se	1	1	1.0
redes	se	canceló	1	1	1.0
se	canceló	#	1	1	1.0
$	soy	un	1	3	0.3333333333333333
soy	un	suertudo	1	1	1.0
un	suertudo	#	1	1	1.0
espero	que	ya	1	2	0.5
ya	no	pase	1	7	0.14285714285714285
no	pase	we	1	1	1.0
pase	we	#	1	1	1.0
el	gus	al	1	2	0.5
gus	al	rato	1	1	1.0
al	rato	xd	1	8	0.125
rato	xd	#	1	1	1.0
$	sin	la	1	1	1.0
sin	la	key	1	1	1.0
la	key	verdad	1	1	1.0
key	verdad	?	1	1	1.0
$	vale	#	1	1	1.0
$	vavava	#	1	1	1.0
al	rato	checo	1	8	0.125
rato	checo	la	1	1	1.0
checo	la	estructura	1	1	1.0
la	estructura	de	1	1	1.0
estructura	de	carpetas	1	1	1.0
de	carpetas	#	1	1	1.0
$	pq	entonces	1	13	0.07692307692307693
pq	entonces	ya	1	1	1.0
entonces	ya	trae	1	1	1.0
ya	trae	tantito	1	1	1.0
trae	tantito	back	1	1	1.0
tantito	back	,	1	1	1.0
back	,	no	1	1	1.0
$	ahí	me	1	6	0.16666666666666666
ahí	me	avisas	1	1	1.0
me	avisas	si	1	1	1.0
avisas	si	está	1	1	1.0
si	está	bueno	1	3	0.3333333333333333
está	bueno	#	1	1	1.0
voy	a	estar	1	12	0.08333333333333333
a	estar	en	1	3	0.3333333333333333
estar	en	alemán	1	2	0.5
en	alemán	#	1	1	1.0
$	tengo	examen	1	2	0.5
tengo	examen	mañana	1	1	1.0
examen	mañana	💀	1	1	1.0
mañana	💀	#	1	1	1.0
$	argentina	equipo	1	1	1.0
argentina	equipo	diminuto	1	1	1.0
equipo	diminuto	#	1	1	1.0
$	fuiste	ayer	1	1	1.0
fuiste	ayer	a	1	1	1.0
ayer	a	la	1	1	1.0
a	la	peda	1	11	0.09090909090909091
la	peda	?	1	1	1.0
peda	?	#	1	1	1.0
$	aspecto	de	1	1	1.0
aspecto	de	mercadotecnia	1	1	1.0
de	mercadotecnia	es	1	1	1.0
mercadotecnia	es	#	1	1	1.0
$	esto	#	1	2	0.5
$	hold	up	1	1	1.0
hold	up	#	1	1	1.0
creo	que	de	1	11	0.09090909090909091
que	de	ahuevo	1	2	0.5
de	ahuevo	solo	1	4	0.25
ahuevo	solo	es	1	1	1.0
solo	es	el	1	1	1.0
es	el	poster	1	7	0.14285714285714285
el	poster	,	1	1	1.0
poster	,	triptico	1	1	1.0
,	triptico	y	1	1	1.0
triptico	y	el	1	1	1.0
y	el	contrato	1	3	0.3333333333333333
el	contrato	#	1	1	1.0
$	y	ahorita	1	20	0.05
y	ahorita	veo	1	1	1.0
ahorita	veo	qp	1	1	1.0
veo	qp	con	1	2	0.5
qp	con	juntar	1	1	1.0
con	juntar	el	1	1	1.0
juntar	el	back	1	1	1.0
el	back	con	1	2	0.5
back	con	paco	1	1	1.0
con	paco	#	1	1	1.0
$	tus	putos	1	1	1.0
tus	putos	primos	1	1	1.0
putos	primos	#	1	1	1.0
$	no	trabajan	1	72	0.013888888888888888
no	trabajan	#	1	1	1.0
$	dile	a	1	2	0.5
dile	a	Ledesma	1	1	1.0
a	Ledesma	que	1	1	1.0
Ledesma	que	haga	1	1	1.0
que	haga	#	1	1	1.0
$	estos	3	1	1	1.0
estos	3	#	1	1	1.0
$	el	video	1	13	0.07692307692307693
el	video	no	1	2	0.5
video	no	sé	1	1	1.0
no	sé	we	1	2	0.5
sé	we	#	1	1	1.0
$	yo	estaba	1	11	0.09090909090909091
yo	estaba	pensando	1	1	1.0
estaba	pensando	en	1	1	1.0
pensando	en	presentarle	1	1	1.0
en	presentarle	solo	1	1	1.0
presentarle	solo	la	1	1	1.0
solo	la	primera	1	1	1.0
la	primera	mitad	1	2	0.5
primera	mitad	#	1	1	1.0
$	pq	aunque	1	13	0.07692307692307693
pq	aunque	quedara	1	1	1.0
aunque	quedara	el	1	1	1.0
quedara	el	prototipo	1	1	1.0
el	prototipo	al	1	1	1.0
prototipo	al	80	1	1	1.0
al	80	no	1	1	1.0
80	no	podemos	1	1	1.0
no	podemos	ponerlo	1	1	1.0
podemos	ponerlo	en	1	1	1.0
ponerlo	en	el	1	1	1.0
en	el	vid	1	11	0.09090909090909091
el	vid	final	1	1	1.0
vid	final	si	1	1	1.0
final	si	faltan	1	1	1.0
si	faltan	funcionalidades	1	1	1.0
faltan	funcionalidades	#	1	1	1.0
$	esq	lo	1	6	0.16666666666666666
esq	lo	que	1	1	1.0
lo	que	falta	1	9	0.1111111111111111
que	falta	del	1	3	0.3333333333333333
falta	del	modelo	1	1	1.0
del	modelo	es	1	2	0.5
modelo	es	lo	1	2	0.5
es	lo	mismo	1	5	0.2
lo	mismo	q	1	2	0.5
mismo	q	falta	1	1	1.0
q	falta	de	1	1	1.0
falta	de	back	1	2	0.5
de	back	we	1	1	1.0
back	we	#	1	1	1.0
$	nomás	conectar	1	5	0.2
nomás	conectar	#	1	1	1.0
ey	,	en	1	2	0.5
,	en	eso	1	2	0.5
$	andamos	#	1	1	1.0
$	si	te	1	35	0.02857142857142857
si	te	salían	1	5	0.2
te	salían	varios	1	1	1.0
salían	varios	warnings	1	1	1.0
warnings	y	varios	1	2	0.5
y	varios	errores	1	1	1.0
varios	errores	en	1	1	1.0
errores	en	el	1	1	1.0
en	el	proyecto	1	11	0.09090909090909091
