Features	Target
"OpenAI lanza nueva serie modelos IA capacidad "" razonamiento "" modelo conocido internamente strawberry tuvo altas calificaciones pruebas matemáticas codificación . empresa reconoce aún puede dar respuestas limitadas ."	Ciencia
Cetes reducen rendimiento previo decisión Banxico próxima semana , Banco México ( Banxico ) dará conocer decisión política monetaria Cetes disminuyeron rendimientos plazos .	Economia
Concentra manufactura flujo inversión extranjera : enero 2023 septiembre 2024 , sector privado realizó 575 anuncios inversión México más 170 mil 644 millones dólares , revelan datos actualizados Secretaría Economía ( SE ) .	Economía
Desequilibrio balanza comercial acumuló 10 mil 438 mdd agosto balanza comercial país observó agosto 2024 déficit 4 mil 868 millones dólares , dinamismo explicó retroceso ciento exportaciones frente igual periodo año anterior , informó Instituto Nacional Estadística Geografía ( Inegi ) .	Economía
Yanquis , ya clasificados playoffs , caen 9-4 Pittsburgh Nueva York . , Yanquis , ya clasificados postemporada Grandes Ligas , cayeron ayer 9-4 Piratas Pittsburgh , pegaron cinco jonrones , incluyendo cuatro frente novato dominicano Luis Gil . resultado , retrasó equipo Nueva York consiguiera ventaja casa playoffs Liga Americana .	Deportes
Banxico proyecta nearshoring México 2026 2030 encuesta Banco México , 41.3% empresas consultadas estima mayor beneficio proceso relocalización dará periodo .	Economia
Retrasos ferrocarril México-EU afectan suministro agrícola Chicago . retrasos transporte ferroviario están perturbando comercio exportación Estados Unidos México cadenas suministro agrícola plena cosecha otoño boreal , denunciaron ayer organizaciones agrarias .	Economía
Volkswagen negocia sindicatos Después explosivo anuncio Volkswagen podría cerrar fábricas Alemania primera vez , dirección empresa sindicatos iniciarán tensas conversaciones nuevo acuerdo salarial . empresa ha subrayado repetidamente costes son excesivos márgenes beneficio demasiado bajos , especialmente marca principal .	Economía
Filis coronan Este Nacional ; terminan dominio Bravos Filadelfia . Filis Filadelfia ganaron División Este Liga Nacional primera vez 2011 aseguraron título victoria 6-2 Cachorros Chicago . Además , terminaron racha Bravos Atlanta coronarse seis temporadas consecutivas división .	Deportes
IFT prevé publicar nuevas medidas regulatorias América Móvil noviembre regulador tiene obligación revisar dos años medidas regulatorias compañía controlada Carlos Slim verificar han generado competencia telecomunicaciones .	Ciencia
Telmex suspende Sebog servicio resguardo información impagos Triara , división Centros Datos Telmex , suspendió servicios resguardo información Gobernación impago 63.7 millones pesos .	Ciencia
desempleo Alemania aumenta más previsto Berlín . número desempleados Alemania aumentó más previsto septiembre , nueva señal retos enfrenta mayor economía Europa .	Economía
Título Copa Campeones motiva   América duelo Pumas : Dávila reciente obtención título Copa Campeones es factor motiva América cara clásico capitalino domingo Pumas , aseguró delantero Víctor Dávila , además indicó más allá tratar derrotar acérrimos rivales , equi-po buscará toda costa triun-fo ubicarse zona liguilla .	Deportes
Recauda SAT seis años 3.5 billones pesos sexenio está concluir , Servicio Administración Tributaria ( SAT ) recaudó 3.5 billones pesos auditorías promoción cumplimiento , representó 2.3 billones pesos más sexenio anterior crecimiento real 120.2 ciento agosto año .	Economía
Sofipos ven oportunidades figura , pesar migración bancaria Asociación Mexicana Sofipos ( AMS ) considera nueva regulación , instituciones pueden seguir creciendo ayuda regulación tecnología .	Economia
Dallas , esperanza frustración Lamar Jackson Baltimore resistieron intento remontada Dallas , llegó tarde . dos anotaciones estelar mariscal campo , Cuervos derrotaron 28-25 Vaqueros encuentro marcado suspenso minutos finales .	Deportes
Openbank lanza lista espera clientes mexicanos Openbank México abre sitio web lista espera usuarios quieran acceder oferta nuevo banco digital .	Economia
Dubois noquea Joshua retiene cetro pesados Londres . Daniel Dubois retuvo título pesados Federación Internacional Boxeo ( FIB ) noquear quinto asalto ex bicampeón Anthony Joshua , primera defensa cinturón realizada estadio Wembley	Deportes
Janet Yellen opone reducir requisitos capital bancos secretaria Tesoro Estados Unidos pidió seguir trabajando sistema financiero sea resistente tiempos turbulencias .	Economia
López Obrador inaugura Veracruz Centro Cultural Leyes Reforma Veracruz , Ver . , presidente Andrés Manuel López Obrador inauguró ayer puerto Veracruz Centro Cultural Leyes Reforma , realizó recorrido recién rehabilitada Casa Benito Juárez , espacios abrirán puertas visitantes partir noviembre , busca generar reflexión leyes más importantes publicadas siglo XIX .	Cultura
Entregan Tolita María Figueroa Medalla Oro Bellas Artes 2023 teatro hermanas Tolita María Figueroa fueron distinguidas martes Medalla Oro Bellas Artes 2023 disciplina teatro . reconocimiento celebra destacada trayectoria prolífica obra ámbito vestuario escenografía , campos “ han dejado huella imborrable más tres décadas ” .	Cultura
Muñeca Lele otomí representa principal fuente empleo Santiago Metztititlán Pachuca , Hgo . , Artesanas indígenas otomíes Santiago Metztititlán , municipio Amealco Bonfil , estado Querétaro , generaciones han elaborado tradicional muñeca Lele , nació deseo niñas localidad jugar ser mamás .	Cultura
TikTok Departamento Justicia enfrentan tribunales EU abogados TikTok enfrentarán Departamento Justicia tribunal Washington destino ley podría prohibir aplicación vídeos cortos .	Ciencia
PlayStation lanza edición limitada aspecto noventero consola evoca aspecto primer equipo , lanzado Sony 1994 , forma parte celebración 30 años .	Ciencia
Tuzos salen crisis ; derrotan Puebla visita Pachuca reordenó piezas rompecabezas . victorias fechas anteriores , Tuzos volvieron ganar Liga Mx imponerse 3-2 Puebla estadio Cuauhtémoc . Mucho tuvo ver debilidad defensiva Franja , más contundencia delanteros Salomón Rondón Nelson Deossa , fueron figuras ataque .	Deportes
Silvia Ribeiro * : Ayotzinapa , impunidad olvido saber paradero , justicia tortuoso camino encubrimientos impunidad , cumplen 26 septiembre 10 años desaparición forzada 43 estudiantes escuela normal Raúl Isidro Burgos Ayotzinapa asesinato seis personas , tres estudiantes .	Economía
Gasolina Magna va segunda semana subsidios semana 14 20 septiembre , consumidores pagarán 6.1752 pesos Impuesto Especial Producción Servicios ( IEPS ) litro gasolina regular .	Economia
CFE Telecom perfila nuevo CEO impulsar proyecto internet dos fuentes conocimiento tema , interior compañía ha puesto mesa nombre Emiliano Calderón Mercado ser nuevo CEO estatal telecomunicaciones .	Ciencia
Empresas EU reactivarán anuncios inversión ; confían Sheinbaum detener anuncio importante inversión reforma judicial , American Society of Mexico informó próximas fechas retomará , cautela .	Economia
Hermann Bellinghausen : Stravinski vendedora discos segunda parte     años 40 siglo XX Ciudad México debió ser tranquila , optimista , promisoria . cielo azul limpio , sorprender , era normal siempre ciudad lagos , finalmente derrotados , futuro . Allí hizo familia , venida menos , parecida salían películas Soler , Pedro Infante Joaquín Pardavé . conformaban seis varones cuatro hembras . tono época , primeros eran debilidad madre , derechos hombre , sagrados . contaban alcohólico , vividor , perezoso , odiaba ser mexicano , menor edad único estudió carrera . tenía obligación aportar casa , quiera pasaba dificultades financieras ; siempre estaban “ arrancados ” . Tampoco mamá gustaba trabajo , papá hacía mala gana , no viendo hora iría caza escuchar ópera música clásica amigos . Pronto comenzaría recibir pensión burócrata .	Cultura
Ten Hag une críticas saturación partidos Londres . técnico neerlandés Manchester United , Erik ten Hag , criticó sobrecarga partidos , ya considera “ casi inevitables ” lesiones graves sufren futbolistas , ocurrió pasado fin semana arquero alemán Marc-André Ter Stegen ( Barcelona ) mediocampista español Rodri ( Manchester City ) .	Deportes
Caso FTX : rol Caroline Ellison fraude pasará 2 años presa exdirectora Alameda Research , fondo cobertura personal Bankman-Fried , también deberá pagar multa 11,000 mdd .	Ciencia
BBVA advierte reforma Poder Judicial socava Estado derecho análisis banco considera perspectivas crecimiento económico México también pueden deteriorarse .	Economia
Salir bache natación será imposible modelo actual : Liliana Ibáñez sistema deportivo mexicano mantenga obsoleto lucha egos autoridades no detenga , será imposible natación salga bache encuentra hace décadas . Liliana Ibáñez , más experimentadas disciplina , levantó voz profunda crisis prevalece país .	Deportes
Ó : Instrucciones salir agua desmonta mito Ofelia mirada feminista “ Ser no ser ” , escucha escena . famosa frase no pronuncia Hamlet , mujer cuestiona opción es morir , dormir tal vez soñar . trata propuesta escénica Ó : Instrucciones salir agua , conjuga teatro físico danza repensar personaje shakesperiano Ofelia mirada moderna feminista . María Fernanda Baez interpreta unipersonal inició temporada teatro Milagro .	Cultura
Alerta sísmica llegará teléfonos próximo 19 septiembre : IFT Telcel , AT&amp;T , Telefónica Bait comenzarán enviar notificaciones emergencia   , huracanes inundaciones celulares .	Ciencia
mercado tabletas busca conquistar diseñadores , creativos melómanos Lenovo Huawei presentaron nuevas tabletas mercado mexicano coincidencia apuestan conquistar creativos .	Ciencia
Es poco probable México pierda grado inversión : Moody's agencia señala mayor déficit fiscal , absorber deuda Pemex bajo crecimiento sí pueden impactar calidad crediticia .	Economia
¿ Abren bancos 1 octubre ? dice calendario CNBV 1 octubre , Claudia Sheinbaum toma posesión primera presidenta México , implica suceso trascendencia nacional , mayoría empleados descansará .	Economia
Aumentó ingreso divisas turísticas ; elevar llegada viajeros es gran reto indicadores marcan potencialidad turística nación es captación divisas viajeros internacionales , afirma Miguel Torruco , titular Secretara Turismo ( Sectur ) . Medido forma , largo sexenio , país ha incrementado presencia nivel mundial , muestran datos oficiales .	Economía
Coparmex advierte reforma judicial afectará proyectos clave economía organismo empresarial lamenta aprobación Senado República , señaló es decisión no tomó cuenta diferentes voces .	Economia
auditorías dan ingresos 3.5 billones pesos SAT recursos , 1.426 billones pesos obtuvieron auditorías grandes contribuyentes , informa fisco .	Economia
José Antonio Rojas Nieto : economía Estados Unidos : cuarta apreciadísima doctora     Edith Klimovsky Barón , profesora distinguida UAM Azcapotzalco , presentó reciente congreso Economía Matemática Tlaxcala ponencia plantea Edith dixit – ejes determinan muestran relación salarios beneficios . Relación fundamental Clásicos , evidente Marx , duda – pesar – Neoclásicos .	Economía
Expertos : mayor desastre ecológico Riviera Maya mina Sac-Tun , antes conocida Calica , propiedad Vulcan Materials es “ mayor desastre ecológico ” Riviera Maya , más tres décadas extrajo material exportar barco Estados Unidos , acuerdo especialistas gobierno mexicano .	Economía
Tequila , mira China Qionglai , Chengdú . , medio montañas albergan sitios más grandes observación luciérnagas Asia , está creciendo atractivo mexicano parte comercialización destilados . Qionglai – condado 2 mil 300 años historia remiten antigua Ruta Seda – busca incluir tequila proyecto erigir meca bebidas espirituosas ; incluso importar jugo agave producción local .	Economía
México busca ser máximo exponente Homeless Cup Luego largo viaje Corea Sur , selecciones futbol calle cumplieron objetivo estar final Homeless World Cup están pasó convertirse máximos exponentes torneo .	Deportes
Vilma Fuentes : Buenos días , Jacques ( 1936-2024 ) Jacques Bellefroid murió mañana 20 septiembre 2024 . Escribo frase poco más 24 horas después sucedido escándalo indecible . fechas confunden días no cesan girar ruleta horas , repiten infinito , , siempre siempre . muerte , Jacques , vida , amor . No comprendo puedo seguir viva estás muerto , menos es dicen . dijo Tania ayer inicios tarde asoleada , aquí , hospital Charles Foix , afueras París , estoy hospitalizada sigo viva ya has ido aquí no sé . ¿ podré encontrarte nuevo infinita inmensidad has ido ? Búscame , pido busques . Sólo puedes encontrarme laberinto túneles pasajes , muros puertas , señales sentidos .	Cultura
“ quedaría corto hablar significa Jornada México ” Hace poco más 40 años “ había más periodismo , decirlo manera , además grandes diarios , estaban Figaro , Cine Mundial , Redondel , segunda Ovaciones , Últimas Noticias , Extra . Hoy es cochinada , es difusor noticias no noticias ; están lados . panorama , importante es exista Jornada , da lugar lectores ” .	Cultura
Moody's prevé reforma judicial debilite calidad crediticia México cambios sistema judicial perjudicarían futuras inversiones nearshoring , dice agencia calificadora .	Economia
“ Hemos luchado mundo diferente ” Medallas Bellas Artes 2023 2024 ámbitos Arquitectura Patrimonio fueron entregadas ayer Enrique Ortiz , Sara Topelson , Gabriel Mérigo Salvador Aceves .	Cultura
Joseph E. Stiglitz , Kevin P. Gallagher , Martín Guzmán Marilou Uy Especial Jornada : FMI debe poner fin destructivos recargos nan	Economía
Ser longevo cuadrilátero requiere mentalidad fuerza : Felino longevidad puede ser grandes bondades lucha libre , siempre “ cuides tu cuerpo aprendas escucharlo ” , aseguró Felino , 60 años trayectoria cuatro décadas sigue cautivando aficionados función impresionantes llaves espectaculares acrobacias .	Deportes
YouTube lanza nueva herramienta ayudarte emergencia médica través división Health , plataforma videos colaboró instituciones certificadas , Cruz Roja , dar información situaciones urgencia .	Ciencia
Ocupa México séptimo lugar adopción inteligencia artificial México es países adoptantes inteligencia artificial ( IA ) , índice 46.85 puntos , coloca séptima posición 19 encuentran incorporando tecnología , informó Comisión Económica América Latina Caribe ( Cepal ) .	Economía
"Banqueros esperan leyes secundarias reforma judicial den certidumbre aprobación reforma Poder Judicial ,   banqueros esperan leyes secundarias afinen detalles permitan reforma "" exitosa "" ."	Economia
sexenio fueron repatriadas 14 mil 48 piezas , destacan mañanera últimas conferencias mañaneras presidenciales , funcionarios presentaron balance acciones recuperación memoria histórica preservación patrimonio cultural , destacó repatriación 14 mil 48 piezas extranjero .	Cultura
austeridad selectiva predominó gobierno AMLO Más recortes gastos onerosos generar ahorros , gasto público llegó niveles récord , obedeciendo prioridades obligaciones gobierno cargo Andrés Manuel López Obrador .	Economia
Claudia Sheinbaum reunirá empresarios Estados Unidos octubre medio voces empresariales dicen inversiones han detenido reforma judicial , Marcelo Ebrard anunció asistencia próxima presidenta México CEO Dialogue .	Economia
Carlos Fernández-Vega : México SA Ernesto Zedillo fue     seis depredadores Estado instalados Pinos régimen neoliberal , igual gerentes estirpe , dedicó entregar bienes nación gran capital . bien sello sexenal fue ilegal “ rescate ” banca , vía Fobaproa , personaje ahora intenta reivindicar derecha autóctona fue más allá , siempre contra intereses nacionales .	Economía
OCDE ajusta baja previsión PIB México acuerdo organismo , economía mexicana crecerá 1.4% año , 0.8% menos previsión anterior .	Economia
Confía sector empresarial remontar pronóstico crecimiento Consejo Coordinador Empresarial ( CCE ) confió economía mexicana superará pronósticos crecimiento apuntan desaceleración .	Economía
Amazon lanza nuevo bot ayudará crecer ventas empresa dio conocer Amelia obtener datos venta inventario negocio está plataforma .	Ciencia
crear diario personal IA WhatsApp inteligencia artificial WhatsApp , Meta AI , puede aprovecharse realizar simplificar tareas . Aquí explicamos crear diario personal	Ciencia
Intel , nuevo objeto deseo industria tech empresa pionera industria chips ha sido objeto nuevos rumores posible adquisición parte Qualcomm , así inversiones firmas capital .	Ciencia
“ conclusión proyecto Naturaleza Cultura es prioridad gobierno entrante ” proyecto Chapultepec : Naturaleza Cultura no ha dado concluido . mantendrá prioritario próximo gobierno federal , afirmó subsecretaria Desarrollo Cultural Secretaría Cultura federal ( SC ) , Marina Núñez Bespalova .	Cultura
Lucía García rescata Rayadas jugadoras mayor jerarquía internacional , española Lucía García rescató campeón Monterrey conseguir agónico empate 1-1 León estadio Nou Camp . Rayadas , han sufrido torneo Clausura 2024 Liga Mx Femenil , desplazaron América tercer puesto 26 unidades después 12 jornadas , tiempo Esmeraldas tienen 12 puntos .	Deportes
Elena Poniatowska : Grito madrugada 16 septiembre 1810 , “ Grito Independencia ” , historia dio cura Miguel Hidalgo Costilla pueblo Dolores , Guanajuato , rasgó cielo hizo estallara movimiento Independencia .	Cultura
TikTok vs EU : historia antaño no tiene fin claro prohibición llegaría enero 2025 , empresa interpuso demanda evitar restricción , candidatos presidencia tampoco quieren bloquear .	Ciencia
Microsoft confía México ; invertirá 1,300 mdd ampliar alcance IA CEO compañía , Satya Nadella ,   destacó capital será mejorar capacidades nube IA región .	Ciencia
Uber Didi operan sitios AICM , pese restricciones usuarios continúan pidiendo servicio taxis aplicación Uber apunta continuará operando regularidad .	Ciencia
Alistan inauguración Museo Vivo Muralismo días final gobierno presidente Andrés Manuel López Obrador , concluyeron obras restauración , rehabilitación mantenimiento Museo Vivo Muralismo ( MVM ) , prevé inaugurar semana edificio histórico Secretaría Educación Pública ( SEP ) , reconocido patrimonio mundial Organización Naciones Unidas Educación , Ciencia Cultura ( Unesco ) .	Economía
Cruz Azul , líder arrollador ; remonta impone Pachuca Hidalgo líder Cruz Azul apareció tarde estadio Hidalgo . más 40 minutos jugó equipo errático , irreconocible , fue abajo dos goles marcador . vez funcionó plan partido , grado dificultad siempre expulsión incluida Sergio Damián Barreto fuerte entrada Luis Romo , Máquina vino atrás ganar 4-2 mantenerse cima Liga Mx .	Deportes
IFT pedirá 1,680 mdp presupuesto pese reforma eliminar autónomos regulador aseguró partida solicitará Hacienda es fue aprobada año incluso más baja toma cuenta inflación .	Ciencia
Mira Murati , CTO OpenAI , deja empresa 2024 ha sido año complicado startup Inteligencia Artificial , ejecutivos fundadores han renunciado .	Ciencia
México ratifica hegemonía Homeless Cup Corea Sur México ratificó hegemonía Homeless World Cup llevada cabo Seúl , Corea Sur , consagró máximo ganador torneo . selección varonil ganó 6-5 Inglaterra último momento evitar penales , obtuvieron quinto título , equipo femenil consiguió novena corona luego vencer Rumania 5-2 día ayer .	Deportes
ONU formula siete recomendaciones regular IA ONU creó año pasado órgano consultivo 39 miembros abordar problemas regulación internacional IA .	Ciencia
Rappi considera debutar Bolsa Nueva York año Rappi opera nueve países región es considerada unicornio tecnológico valoración supera 5,000 millones dólares .	Ciencia
Confirma Sheinbaum salida Gabriel Yorio Subsecretaría Hacienda subsecretario Hacienda , Gabriel Yorio González , no repetirá cargo próximo sexenio , así confirmó próxima titular Ejecutivo federal .	Economía
Calica no hubo expropiación , aplicó defensa territorio : AMLO “ No hay expropiación ” bancos materiales explotaba gigante minera Vulcan Materials costas Quintana Roo , aseveró presidente Andrés Manuel López Obrador .	Economía
voy conciencia tranquila arrepentimientos : Ana Guevara Convencida cumplió deber , pesar críticas afrontó llegada cargo 2018 , Ana Guevara aseguró ayer dejará dirección Comisión Nacional Cultura Física Deporte ( Conade ) arrepentimientos , conciencia tranquila segura no gozó sobreprotección administración .	Deportes
Caliente pasó anunciar apuestas transmitir Champions League compañía ha entrado ‘ guerra streaming deportivo ’ captar parte nicho mercado consolidar principal negocio : apuestas .	Ciencia
TelevisaUnivision nombra nuevo CEO exdirectivo Google trata Daniel Alegre , sustitución Wade Davis ,   cuenta amplia experiencia empresas tecnología trabajando comunidad hispana EU , México América Latina .	Ciencia
Fátima Herrera , miedo ,   hizo historia ring París 2024 surgimiento referentes deporte mujeres comienza forjar nuevos talentos . Inspira-da proezas Jackie Nava Ana María Guerrera Torres , Fátima Herrera peleó llegar París 2024 , hizo historia convertirse primera boxeadora mexicana conseguir victoria Juegos Olímpicos .	Deportes
Denuncian Visa monopolio Estados Unidos Departamento Justicia Estados Unidos busca denunciar empresa   monopolio mercado tarjetas débito , acuerdo reporte Blomberg .	Economia
Trump amaga arancel 100% autos entren frontera México candidato presidencial dijo única manera libren cuota es quieren construir planta Estados Unidos .	Economia
Eliminación subsidios gasolinas impedirá bajas precios medida disminución estímulos fiscales obedece más necesidad incrementar recaudación impuestos reducir déficit fiscal , consideran especialistas .	Economia
combate tradicional , acto resistencia espectacularidad wrestling estadunidense décadas años 50 60 lucha libre mexicana fue célebre combate ras lona , uso llaves máscaras multicolores convirtieron patrimonio cultural . 80 , influencia wrestling estadunidense , caracterizado espectacularidad uso múltiples objetos – mesas fuego , sillas escaleras – , impactó forma aficionados conciben deporte .	Deportes
China presenta medidas relajación monetaria reactivar economía Banco Popular China recortará tipo interés operaciones dobles siete días 0.2 puntos porcentuales , 1.5% .	Economia
Gasto bolsillo salud pega familias gastos médicos inesperados México pueden representar golpe bolsillo ciudadano , alcanzando costo medio nacional 117 mil 766 pesos 2023 , estimó Asociación Mexicana Instituciones Seguros ( AMIS ) .	Economía
Amazon agrega PayPal método pago pedidos Comprar Prime nueva opción estará disponible usuarios realicen compras sitios web terceros , membresía Prime .	Ciencia
OpenAI crea junta seguridad capaz detener nuevos lanzamientos empresa busca mejorar procesos protección , confianza transparencia medio búsqueda nueva ronda financiación multimillonaria .	Ciencia
Galardona Inbal tres grandes artistas tejieron lienzo plástica mexicana ” ovaciones vítores , escultora Geles Cabrera ( 1926 ) pintores Arturo Estrada ( 1925 ) Guillermo Monroy ( 1924 ) recibieron Medalla Bellas Artes Oro Artes Visuales 2023 2024 , ceremonia “ histórica ” , efectuada ayer sala Manuel M. Ponce Palacio Bellas Artes , encabezada Lucina Jiménez , titular Instituto Nacional Bellas Artes Literatura ( Inbal ) .	Cultura
Murió Fredric Jameson , crítico capitalismo   referente marxismo EU Fredric Jameson ( 1934 ) , crítico , teórico catedrático literario estadunidense , falleció domingo 90 años , informó editorial Verso Libros redes sociales .	Cultura
Infonavit maneja 2.4 billones pesos activos : Carlos Martínez fondos instituto han aumentado aumentos salariales , mayores aportaciones patronales , fiscalización empresas , programas regularización créditos .	Economia
identidad digital industria financiera : defensa arma biometría criptografía reducen riesgo suplantación identidad , también abre nuevos riesgos no hace adecuadamente .	Ciencia
Altán Redes confía gobierno Sheinbaum robustecerá conectividad Carlos Lerma , CEO Altán , dice estar “ positivo vendrá próximos años ” conectividad , debido provisión internet será ejes principales Claudia Sheinbaum .	Ciencia
Cifras verdes * llave programas planeación ciudades inteligentes verdes , bicicleta ha recuperado relevancia proyectos urbanos .	Economía
Reserva Federal EU ya no es referente política monetaria global bancos centrales países realizaron serie movimientos tasas interés semana , encabezados Reserva Federal Estados Unidos ( Fed ) , miércoles recortó tasas referencia primera vez 2020 .	Economía
Ciudades globo viven burbuja inmobiliaria : estudio Miami , Tokio Zúrich encabezan lista ciudades mayor riesgo burbuja inmobiliaria nivel mundial , debido elevada amenaza mercados vivienda , reveló UBS Global Real Estate Bubble Index 2024 .	Economía
YouTube presenta IA hacer videos ganar ‘ más ’ dinero empresa llevo cabo Made on YouTube evento también señaló número creadores obtienen mayor parte ingresos viene TV .	Ciencia
Pemex envía combustible Refinería Olmeca India Petróleos Mexicanos ( Pemex ) envió mes primer cargamento combustible nueva refinería Olmeca India , señal progreso después múltiples retrasos costos espiral , datos embarque fuentes industria .	Economía
UNAM celebró 60 años fundación Archivo Histórico Universidad Nacional Autónoma México ( UNAM ) celebró ayer 60 aniversario fundación Archivo Histórico ; además , inauguró exposición Archivo Histórico UNAM , ayer hoy .	Cultura
Gustavo Gordillo / III : Justicia , anillos , poder haya mayorías , tiene haber minorías . Son minorías , existencia política , constituyen régimen mayorías .	Economía
Cae dupla Zverev-Alcaraz dupla Carlos Alcaraz-Alexander Zverev cayó pareja estadunidense formada Taylor Fritz Ben Shelton , 7-6 ( 7/5 ) 6-4 , dejando marcador 2-2 final primera jornada Laver Cup , disputa Berlín . Impulsada Roger Federer 2017 , competencia – exhibición inspirada Ryder Cup golf llamada así homenaje jugador australiano Rod Laver – enfrenta seis jugadores Europa número representantes resto mundo .	Deportes
Tercer cuadrangular   mexicano Jonathan   Aranda Tampa Bay St . Petersburgo . , mexicano Jonathan Aranda pegó cuadrangular tercer partido consecutivo Rays Tampa Bay , vencieron 4-3 Azulejos completaron barrida serie tres juegos .	Deportes
"Yellen considera "" señal muy positiva "" recorte tasas Fed medida "" refleja confianza parte Fed inflación cedió está camino meta 2% ( anual ) "" , expresó secretaria Tesoro EU ."	Economia
es Antonio Martínez Dagnino , jefe SAT gobierno Sheinbaum Antonio Martínez Dagnino llegó jefatura SAT octubre 2022 , luego Raquel Buenrostro pasara tomar liderazgo Secretaría Economía .	Economia
Jefes continúan invictos ; superan 22-17 Halcones Atlanta . Patrick Mahomes lanzó par pases anotación defensiva Kansas City realizó par defensas tardías mantener Jefes invictos vencer 22-17 Halcones Atlanta .	Deportes
Amazon Prime MGM Studios unen MPA empresas entretenimiento unen Netflix Paramount Pictures .	Ciencia
Inauguran Museo Vivo Muralismo pasado , cambio gobierno vivía “ ruptura ” . “ sabe ” , dijo presidenta electa , Claudia Sheinbaum , sonrisa . ocasión fue inauguración Museo Vivo Muralismo ( MVM ) , edificio histórico Secretaría Educación Pública ( SEP ) .	Cultura
México impugnará fallo determina pago 37 mdd Odyssey Marine Exploration empresa estadounidense ganó arbitraje internacional México , consideró Semarnat negó arbitrariamente permiso proyecto minero marino Baja California Sur .	Economia
Secretario Arte Cultura Morena rinde informe actividades Secretario Arte Cultura Comité Ejecutivo Nacional ( CEN ) Morena , Tomás Pliego Calvo , indicó medio participación 22 comisiones estatales arte cultura , artistas , creadores , promotores , gestores culturales , colectivos cooperativas , organizados partir plan acción secretaría , “ realizaron tareas actividades defensa Cuarta Transformación ( 4 T ) , promoviendo cultura incluyente equitativa luchó lucha clasismo , racismo , machismo fascismo ” .	Cultura
Pumas femenil deja escapar tres puntos CU Pese generar oportunidades gol , Pumas no logró pa-sar empate 0-0 Querétaro , dejó escapar valiosos puntos permitieran afianzarse primeros lugares clasificación general torneo Apertura 2024 Liga Mx Femenil .	Deportes
Banxico mantendrá prudencia cerrará año tasa 10% analistas consideran mensaje banco central es más laxo decisión agosto esperan haya dos recortes más 25 puntos base .	Economia
EU prohibirá software hardware chinos vehículos Washington . Departamento Comercio Estados Unidos propondría lunes prohibir software hardware chinos vehículos conectados autónomos carreteras país debido preocupaciones seguridad nacional , dijeron fuentes Reuters .	Economía
Pablo Espinosa : creaturas habitan Bellas Artes luz distintas horas devora .	Cultura
"EU pide "" implementación rigurosa "" plan certificación aguacate México ventas aguacate mexicano Estados Unidos han disparado 48% 2019 , alcanzar valor más 3,000 millones dólares año pasado ."	Economia
¿ da Apple iPhone abonar compra nuevo ? programa Trade In recibe equipos iPhone 2020 15 Pro Max , bonificación máxima 20,000 pesos .	Ciencia
Angélica Azuara recomienda Jornada trinchera : puesto periódicos Angélica Azuara , puesto periódicos trabaja hace 15 años es también trinchera , ha tocado “ evadir recibir dardos censura sexenios anteriores , así mentes panistas cerradas hoy día ” .	Cultura
CNBV buscará regular reportes ciberseguridad regulador busca empresas ofrezcan servicio financiero deban homologar criterios reportar han sido víctimas ataque cibernético .	Economia
caso Caliente TV : anunciar apuestas transmitir Champions League compañía ha entrado ‘ guerra streaming deportivo ’ captar parte nicho mercado consolidar principal negocio : apuestas .	Ciencia
Es innecesaria reforma fiscal siguiente sexenio presidente Andrés Manuel López Obrador aseguró no es necesaria reforma fiscal futuro mantiene fórmula combate corrupción política austeridad republicana .	Economía
Real Madrid saca apurada victoria Alavés Madrid . Real Madrid es luz noche . ofrecer sábado versión más contundente visita Español Santiago Bernabéu , equipo blanco reveló costado más vulnerable apurada victoria 3-2 Alavés , cumplió año derrota Liga España .	Deportes
Marlene Santos Alejo : Balance jornada increíble parezca ,     equipos millonetas favoritos Liga Mx sufren perder estribos . América Monterrey empatan duras penas , Cruz Azul gana mínima ventaja Chivas sólo consiguen sumar frente coleros … emociones regaló fecha doble , dieron nota quejoso André Jardine , timonel amarillo , Ivar Sisniega , titular Federación Mexicana Futbol , preocupado bajas entradas Estados Unidos , pidió “ transmitir mensajes positivos apoyo selección ” .	Deportes
Charlyn Corral logra doblete mantiene invicto Pachuca ; empata 3-3 Chivas duelo vertiginoso , Charlyn Corral firmó doblete Pachuca igualara 3-3 Chivas mantuviera invicto primeros puestos , jornada once torneo Clausura 2024 Liga Mx Femenil . Tuzas suman 29 unidades estaban espera duelo Tigres Tijuana confirmar liderato , tapatías ubicaron quinto puesto 20 unidades temporadas más irregulares .	Deportes
Mexicanos gastan 12% más bebidas energéticas Datos Kantar muestran últimos años ha aumentado tanto número litros comprados precio tipo bebidas .	Economia
sequías impactan precio peso carne res : Banxico Banco México destacó sequías provocan productores carne sacrifiquen ganado antes tiempo no pierdan peso ; llega provocar inflación mediano plazo .	Economia
Mexico necesita política industrial acorde economía actual : IMCO centro investigación apunta últimos 20 años , valor agregado producción exportaciones manufactureras ha estancado .	Economia
IA generativa transforma operación ingresos empresariales uso IA generativa ha crecido sectores , impulsando innovación facilitando nuevas formas operar organizaciones .	Ciencia
Ohtani desata euforia   prensa japonesa proeza Shohei Ohtani , convirtió primer pelotero Grandes Ligas 50 jonrones 50 bases robadas temporada , fue celebrada ediciones extra periódicos aficio-nados leyeran camino trabajo viernes Japón .	Deportes
